enter,review,label
KAKAO,1도 없음. 그나마... 실력있는 사람들 조금 있는데 다 탈충하는듯,1
KAKAO,적당히 유명한 회사한 번뜸 찍어두면 좋긴함동료는 괜찮다,1
KAKAO,야근하면 야근비 줍니다. 자율출퇴근. 3년 근속 안식휴가?,1
KAKAO,코로나라서 재택하는거 유연근무제 어린이집 가족단체보험정도,1
KAKAO,드러눕고 싶으면 드러눠야근 왠만하면 안해재택하지만 조금 나아지면 어깨 부딪히며 같이 담배피지,1
KAKAO,겉으로 보이기엔 좋아보인다남들은 좋은회사인줄 안다워라밸만 좋다,1
KAKAO,워라밸른 확실히 챙길수있음 자율 출퇴근 멜론 공짜...? ,1
KAKAO,워라밸 합법적으로 누리기에 좋은회사조금이라도 워라밸이 침해 될 시 동학농민운동을 볼 수 있음,1
KAKAO,동료들이 그나마 장점인 곳이나좋은 동료들은 다 떠나는 추세,1
KAKAO,함께하는 동료들국내 최고 서비스를 운영 개발할 수 있는 경험,1
KAKAO,커리어성장. 부모님이 좋아하심. 이직유리. 동료들 똑똑하고 착함.,1
KAKAO,직군마다 다르겠지만 워라벨은 잘 지켜진다공무원 마인드로 회사생활이 가능하다,1
KAKAO,딱히 내세울만한 장점이 없습니다.없는게 맞네요. 없습니다.,1
KAKAO,워라밸이 좋고 자율성이 보장된다. 그래서 회사에 루팡이 많다. ,1
KAKAO,자율출퇴근제요 ㅎㅎㅎㅎㅎ그 외에는 없는 것 같습니다 ㅎㅎㅎ,1
KAKAO,부바부지만 워라밸 보장단 재무팀은 카카오 아니다.젊음 갉아먹고 싶으면 와라,1
KAKAO,워라밸은 좋음. 워라밸만 좋음. 다른거는 다 포기해야 됨.,1
KAKAO,휴가를 마음대로 쓸 수 있다.자율출퇴근제로 근무시간이 자유롭다.,1
KAKAO,없다. 장점마저 단점으로 만드는 경영진들 그리고 낙하산들이 판친다,1
KAKAO,일하는 부서는 정말 신나게 일함서로 존중하는 문화가 있음,1
KAKAO,워라밸은 좋음 설설 일하고 싶으면 여기로오세요 다만 돈은 포기,1
KAKAO,대외적인 이미지 좋음단 대외적인 이미지일 뿐.....,1
KAKAO,"좋은 동료, 재택근무 ,자유로운 근무시간 장점 빼곤없음",1
KAKAO,"모두가 아는 회사, 대외 이미지가 좋은 회사, 그래서 부모님이 좋아함",1
KAKAO,다들 의욕이 사라지고 있어서  업무는 많지만닥달하는게 없다.,1
KAKAO,라인타는 일부 성골들만 행복한 그들만의 리그. 일안하고 거지 같은 결정해도 책임도 없음,1
KAKAO,다들 회사일에 열정적이지 않기 때문에 쉬엄쉬엄 다닐수 있다,1
KAKAO,자율근무제로 자유로운 업무수평적인 문화나 카카오 다닌다,1
KAKAO,카카오 입사후 뽕가득 주변에서 카카오 다닌다고 좋아함.,1
KAKAO,대기업 이름값 그리고 워라밸.. 워라밸은 대기업중 최고 수준,1
KAKAO,공무원 삶이 가능하다.밖에서 보면 있어보인다. 이미지가 좋다수평적으로 보인다.,1
KAKAO,무료 콜라 무료 견과류 외에 딱히 떠오르지 않는다. 도망치자. ,1
KAKAO,같이 일하는 사람들이 괜찮아요.아! 경영진을 빼구요.,1
KAKAO,그나마 있던 장점도 조금씩 가루 되어 가는중솔직히 지금 재택하는 것 정도?,1
KAKAO,연봉 인상 포기하면 편하게 다닐 수 있음. 안짤림.  기혼자에게 좋다. ,1
KAKAO,말 그대로 워라밸은 제대로 유지할 수 있음. 워라밸만.,1
KAKAO,워라밸몇몇 헬부서아니면 야근 거의없음우리 건물도아닌데 굳이 누구소유회사에 돈몰아주려고 층층이 인테리어한 사무실.,1
KAKAO,예전에는 주변에 잘하는 동료들이 많아서 배울점이 많았었다.,1
KAKAO,부바부빼고 카카오라서 좋은점은 거의없다.다른회사 이직할때 이름값좀 쳐주는정도,1
KAKAO,카카오 캐릭터. 겉에서 보는 이미지는 좋지만 딱 거기까지,1
KAKAO,영웅을 볼 수 있다민주주의에 대해 배울수 있다회의 후 회의록은 1주일 후에 작성해도 된다당장 처리하기 곤란함 일은 TF만들어서 뭉갤수 있다,1
KAKAO,워라벨이랑 함께 일하는 동료들이 좋다는점 정도이것도 조직마다 케바케,1
KAKAO,직원들은 서로 터치안함. 회식문화 잘 없음. 야근 잘안함,1
KAKAO,주 40시간 정확히 일하고 그 외 초과근무 할 일이 거의 없습니다.,1
KAKAO,부서에 따라 다르지만 워라벨은 좋은편임. 돈 욕심없이 다니기 좋음,1
KAKAO,"보상문제로 시니어들 다 나가고, 동종업계 보상 수준도 못맞추는 회사",1
KAKAO,네임밸류가족들이 좋아함친구들이 부러워함카카오톡 무제한 이용가능,1
KAKAO,팀바팀이지만 좋은 팀원들이 있고 나름 워라벨은 각자 챙기는 분위기 ,1
KAKAO,1. 안식휴가2. 능력있는 동료들이 들어오는 편이라고 생각한다3. 부서바이부서지만 빡센 다른 회사에 비해서는 평균적으로 워라밸이 괜찮을 수도 있다고 본다 ,1
KAKAO,기대치가 없어서 회사에서 뭘해도 그려려니 하면사 다 받아들임,1
KAKAO,같이 일하는 동료가 좋다는 정도 그외에느 딱히.. 요새 좋은 회사는 많음,1
KAKAO,중소기업 아니다 중견기업 같다대기업 아니다대기업 흉내내는 중견기업,1
KAKAO,성장하고 확장하고 쉽게 느껴볼 수 없는 문화를 많이 경험해볼 수 있던 곳워라벨이 좋다,1
KAKAO,네임밸류커리어에 좋은 한줄짜리 경력대규모 트래픽을 다룰수 있음,1
KAKAO,워라밸은 좋음. 코로나 이후에 대처도 나쁘지 않았음. 조직 이동이 가능함,1
KAKAO,"네임밸류, 워라벨그리고 마이타임이라고 시간 조정해서 일하는 거팀바팀이겠지만 착한 사람들 많음",1
KAKAO,워라밸말곤 볼게없음진짜 30자 맞춰쓰기도 아까울 수준,1
KAKAO,없다 굳이 꼽자면 네이버 보다 워라밸이 좋을 확률이 높다?,1
KAKAO,조직원들간의 자유로운 의시소통이 가능하지만 때로는 그로 인하여 업뮤 추진력이 미흡한 부분이 아쉬움.,1
KAKAO,회사문화-한국 특유의 문화를 다 걷어낼 수는 없지만 그래도 타사대비 괜찮은 문화- 같이 일하는 동료들이 다 좋음 ,1
KAKAO,팀바팀 이지만 대부분 적당한 워라밸.높지는 않지만 낮지도 않은 보상.,1
KAKAO,수평적인문화/워라밸/좋은사람들/배울점많고큰기업에서 일하는경험,1
KAKAO,"업무툴, 히스토리 관리가 아주 잘 되어있다.워라벨은 매우 훌륭같이 보고배울 동료들이 많고 수준 높은편안식제도",1
KAKAO,"자율출퇴근, 안식휴가, 그 외에는 타 회사대비 장점이라고 부르기 민망함.",1
KAKAO,워라밸이 좋다. 다닐만 하다. 인식이 좋다. 주가가 오른다,1
KAKAO,부서간 차이가 크겠지만 워라밸은 좋은거같아요 초과근무 한적이 아직 없음기업 이미지가 좋은편이라 주변에서 부러워해줌개발자로서 배울게 많은 편,1
KAKAO,완전자율 근무제로 본인의 상황에 맞춰서 일을 할 수있다대부분 많은 정보들이 공유 되고 있음,1
KAKAO,워라밸이 보장되고 나름 수평적임사무실이 아기자기하고 귀여운 행사들이 종종 있음,1
KAKAO,수평인척 하려는 문화헤드헌터들이 좋아하는 이력 한줄 남는것,1
KAKAO,좋은 사람들과 일할수 있다는 장점이있다비교적 수평 문화,1
KAKAO,카카오를 다니지 않는 주변 사람들의 부러움.. 외부 브랜딩이 잘된 회사같음,1
KAKAO,외부에 잘 포장된 이미지 누구나 쓰는 플랫폼 회사에 다닌다는 자부심,1
KAKAO,"자율근무제, 연차등을 자유롭게 쓸 수 있어 워라벨이 좋다 ",1
KAKAO,좋은동료들이 있으며 성장할 수 있는 좋은 기회가 됩니다.,1
KAKAO,자유로운 분위기카무원 되고 싶다면 좋음비교적 자유로운 기술 스택,1
KAKAO,"상호간에 닉네임으로 부르는 것과, 수평적인 구조를 지향하는 조직문화",1
KAKAO,워라밸 아무래도 칼퇴에 대한 눈치도 없고본인 업무만 신경쓰면 문제 없음분위기 수평조직이다보니 강압적인게 덜함,1
KAKAO,워라밸과 연봉/커리어 둘중에 힘을 쏟을수 있는 팀을 잘 고르면 좋은 회사,1
KAKAO,사내문화는 좋은 편. 근무제도 역시 탄력적이라 시간 효율이 좋음.,1
KAKAO,신입 공채가 어마어마하게 빡세서 그런지 똘똘한 신입들이 많다. ,1
KAKAO,유연한 근무 환경 카카오스러움을 만들어가려는 노력 등등,1
KAKAO,"자율근무제와 연차 자유롭게 쓰는거, 초봉높은거. 업무공간이 다양함.",1
KAKAO,좋은 사람들이 많이있어서 배우는게 많고 분위기가 좋음.,1
KAKAO,편안하다 워라밸은 챙길 수 있다만만하다휴가 편안하게 쓴다애 키우면서 다니긴 좋다,1
KAKAO,워라벨이 좋다. 가족의료비 지원. 출퇴근 압박 없이 자유로움,1
KAKAO,개발자들을 위한 회사소소한 복지(카카오 프렌즈 할인..안식년 등),1
KAKAO,개인적으로는 직전 회사 대비 너무나 자유롭고 의견을 서슴없이 말하며 업무 하는 분위가 좋습니다. 휴가 사용 완전 편하고 안식 최고로 좋습니다. 보상 수준이 다른 곳과 비슷한 레벨이면 계속 다니고 싶은 곳입니다. ,1
KAKAO,근무시간을 조절하여 휴가를 소진하지 않고도 쉴 수 있음,1
KAKAO,휴가 눈치 보지 않음개인법카로 회식비는 제한 없음그게 전부임,1
KAKAO,"1. 완전 자율근무제. 흐름타서 쭉 업무에 집중할 수 있음.2. 수면실, 사내카페는 최고",1
KAKAO,점점 없어짐.초기에 좋았던 문화는 이제 찾아보기 힘듬.,1
KAKAO,워라밸과 카카오 라는 네임밸류가 가장 큰 장점인 것 같네요. 주변 동료들도 좋은 분들이 많고요.,1
KAKAO, 그냥 적당히 놀고 먹기 좋음서로 간에 사생활 터치 없음,1
KAKAO,실력있는 동료들이 많아서 배울 점도 많고 워라벨도 좋은 편입니다.,1
KAKAO,"다양한 역할을 경험하면서 입체적이고 넓은 시야를 얻게 됨. 결국 기회를 잡아 커리어, 경제적인 면 둘 다에서 성공",1
KAKAO,의장 대표이사 라인에 탑승만 잘 한다면 영혼을 바쳐도 아깝지 않을 회사. 다른건 생각나면 다시 오겠음. ,1
KAKAO,근무분위기가 좋고 본인의 일정에 맞게 자유롭게 조절 가능,1
KAKAO,수평적인분위기인적인 스트레스 0정말 자유로움 그 자체,1
KAKAO,늦게 출근해서 일찍 퇴근하거나 적게 일하고 적게 벌고 싶다면 이 모든 일이 가능한 곳 ,1
KAKAO,알고있는 것처럼 워라벨!! 팀마다 다르겠지만 동료들도 좋은편!! ,1
KAKAO,공산주의가 아닌 자유주의.그리고 워라밸이 보장됨.남 눈치 안보고 일함.,1
KAKAO,대규모 서비스단의 다양한 프로젝트를 실행한다는 점자율출퇴근,1
KAKAO,가파른 성장으로 동기부여되는 즐거움이 있던 회사새로운 기업문화를 창조카카오라서 어렵지 않게 할 수 있는 것들이 많다,1
KAKAO,다른 사람들이 부러워함어디가서 말하기 좋음이거말고 없음,1
KAKAO,일 안해도 누가 눈치 주지 않음 정시퇴근 가능함 워라벨 최고,1
KAKAO,"자유로운 근무 형태, 개발 문화가 좋았어요. 셀, 파트내에서는 수평적인 구조로 업무를 할 수 있습니다 ㅎ",1
KAKAO,워라벨은 정말 좋음일이 되는것보다 워라벨이 우선한다는 분위기가 매우매우 팽배해있음즉 힘들거같은 일을 하지않는것을 모두가 수긍하는 분위기,1
KAKAO,열심히 뛰어나게 잘 일하면 보상은 잘줄듯10%가 90%보다 많이 받을수있음..,1
KAKAO,내부 문화가 일하기에 매우 좋았고 근무조건도 좋았음. 담당 업무도 대량의 사용자로 인해 흥미로움,1
KAKAO,팀바이팀이겠지만 서로 도와주며 매너있게 일하는 분위기.,1
KAKAO,복지 좋은것 같다 먹을거 잘줌 .. 구내식당은 없지만 라면 많이줌,1
KAKAO,"워라밸, 주 40시간을 칼같이 지키는 환경(추가 근무 자체가 어려움)",1
KAKAO,"적당히 일하로 적당히 놀면서 다니기에 최적인 곳 개발자한테는 정말 좋겠지만 서비스,스탭은... 딱히 미래는 없다",1
KAKAO,호칭을 통한 수평적 문화가 이루어짐. 편안한 업무 분위기,1
KAKAO,실력을 고과로 보상.워라밸 좋음.이름 좋음.미래 좋음.,1
KAKAO,자유로운 분위기. 적절한 위임과 권한. 이를 잘 이용하면 좋은 회사,1
KAKAO,실무자의 권한이 다른 대기업에 비해 많다. 서비스간의 연결도 나름 잘 하는 곳. ,1
KAKAO,"완전선택근로제, 한달 시간만 어떻게든 채우면 된다. 삘 받고 하루 풀타임 뛰고 그 주 금요일에 조기 퇴근도 가능하다.",1
KAKAO,"유연근무제, 어린이집, 출산휴가, 안식휴가, 재택근무 등등 ",1
KAKAO,팀마다 분위기 다를 것으로 예상. 우리팀의 경우 열정만 있으면 할게 많음. 의사결정 과정이 합리적이고 수평적인 편.,1
KAKAO,워라벨 아주 좋음. 아무리 바빠도 야근은 지양하려는 분위기.실력좋고 착한 동료들(요즘은 많이 퇴사해서 장점 줄어드는 중)수직보다는 수평에 가까운 문화 (최근 점점 수직화 되는 중)카카오 다닌다고 하면 주변에서 “오~” 해준다는거? ,1
KAKAO,워라벨과 근무 환경과 문화는 좋습니다 아무도 크게 터치하지 않고 일할수 있어요,1
KAKAO,다른 회사와 마찬가지로 부바부지만 울팀 동료는 좋아요. 음료수 무료.,1
KAKAO,네임밸류와 친근함때문에 입사때는 좋았음그리고.......... ?,1
KAKAO,부바부라고 하지만 상대적으로 높은 비율로 워라벨이 보장된다.,1
KAKAO,워라밸이 있다일과 라이프 밸런스를 스스로 조절할수 있다사생활에 많이 관심이 없다나를 주장할 수 있다,1
KAKAO,"워라밸, 네임밸류 - 카카오 다닌다고 하면 알라봐줌회사 인테리오 이쁨",1
KAKAO,이직할때도 그렇고 카카오타이틀은 플러스요인으로 작용하는점,1
KAKAO,"자율 근무제도, 능력 있는 주변 동료들, 부모님 및 주변인들에게 인지도 높은 회사",1
KAKAO,"자율 출근 너무좋고, 집에서 일하는것도 너무 좋다. 내 삶이 생김",1
KAKAO,초과근무 하지말라고함. 몸센 땡기고싶어도 안시캬줌. 내 삶을 찾기 좋다,1
KAKAO,"이미지 좋은 회사, 일단 다들 부러워함, 겉으로는 빠지지 않음, 대부분의 것들을 개인의 양심에 맡기는 자율적 분위기, 불필요한 눈치 보지 않아도 되는 문화, 완전자율근무, (임시) 재택 근무",1
KAKAO,"휴가 눈치, 가족 돌봄 휴가 및 단축 육휴 등을 눈치 보지 않고 쓸수있음",1
KAKAO,휴가나 데이오프를 언제든 누구든 자유롭게 쓸 수 있음. 본인 페이스에 맞게 일하면 됨. 서로 의견 자유롭게 주고받을 수 있는 수평적인 분위기.,1
KAKAO,주도적으로 무언갈 해보고 싶은 주니어에게는 꽤나 좋은 환경,1
KAKAO,"오프, 휴가 자유로움으로 워라벨 좋음.동료들도 좋음.제주 오피스 좋음.",1
KAKAO,외부에서 보는 네임밸류는 좋음휴가는 비교적 자유롭게 쓸수있음,1
KAKAO,워라벨 보장되며 무리한 야근은 안함. 그게 다인게 참 아쉽다. ,1
KAKAO,유연한 근무환경과 영어이름을 사용하는건 좋음. 많은 회사들이 채택하는 사내문화지만 괜찮다고봄,1
KAKAO,워라밸과 개발을 원없이 해볼 수 있는 점카카오 타이틀을 한번 달면 타회사로 이직시 프리미엄이 있는 듯,1
KAKAO,다양한 능력있는 사람들이 모임워라밸 좋음능력되면 연봉 올리기 좋음,1
KAKAO,분위기 좋음하고 싶은 기술스택을 해 볼 수 있음상위 조직장들이 함부로 못하는 분위기실수로 큰 사고쳐도 눈 감아줌,1
KAKAO,"마탐, 안식..그러나 요즘 안식이나 워라벨 잘 지킬수 있는 회사 많아졌다",1
KAKAO,수평문화와 저녁이 생겨서 좋아요한번은 다니말한 좋은 회사,1
KAKAO,"클라우드, db 등 개발에 쓸만한 인프라가 잘 갖춰져서 가져다 쓰면 서비스에 집중하기 좋음",1
KAKAO,1. 엄무 강도는 널널한 편2. 워라벨 챙기기 편함3. 동료들의 수준은 어느정도 높은 편. 좋은 편,1
KAKAO,아무리 생각해봐도 딱히 장점이라고 할 만한 게 진짜 없음,1
KAKAO,자유롭고 편함새로운 일을 경험하고 담당할 기회가 많음,1
KAKAO,워라밸은 좋고 근무시간자율은 좋다.휴가 눈치안보고 쓴다,1
KAKAO,"워라벨은 좋음, 본인이 노력하면 발전의 가능성이 있음.",1
KAKAO,워라벨보장이 보장되고 기업 문화가 좋습니다. 그리고 근무시간 조절이 가능합니다. ,1
KAKAO,역시 워라벨 하나 보고 다니는 회사라 자유로운 오프 가능.,1
KAKAO,일을 적당히 하면서 다니기엔 좋다조직장들이 자기 힘을 안 빼려함. 일을 안해도 뭐라하는 사람 없음,1
KAKAO,카카오라는 간판장점을 30자 적으라는데 적을게 딱히 없음장점이라기보다 당연한것들을 다른 회사에서 못(안)지키고 있을뿐..,1
KAKAO,"의장과 대표, C레벨만 빛이 난다.기부, 능력, 성과 모두 카카오와 함께 반짝거리지.",1
KAKAO,"이름있는 중소기업 근무한다 생각하면 캐만족인데, 문제는 인지부조화. 내가 느끼는 회사와 외부에서 보는 회사의 괴리가 매우 크다",1
KAKAO,뛰어나고 착한 동료들이 아직 많다.워라벨이 좋은 편이다.,1
KAKAO,워라밸만큼은 어느 회사보다 뛰어남. 워라밸만......,1
KAKAO,동료들이 착하고 개발 실력이 뛰어나 배울점이 많음. 합리적 분위기.,1
KAKAO,- 시간단위의 자율출근제- 3년마다 한달 안식휴가- 예전엔 장점이었으나 it기업이 상향평준화되어 장점으로 내세울만한게 없음,1
KAKAO,워라밸이 좋음무엇보다 코어타임 없이 자율 출퇴근은 본인 라이프스타일에 맞춰 근무할수있음귀욤뽀짝한 카카오프렌즈를 자주 접할수 있음사무인테리어나 업무 툴에 대해서 지원이 좋음어린이집은 정말 좋음 ,1
KAKAO,"자율출근제, 안식휴가, 실비보험30자 이상 적을것이 없다",1
KAKAO,워라벨이 괜찮음. 마음만 먹으면 일하는척 월급루팡도 가능하다.,1
KAKAO,훌륭한 실력의 직원들과 비교적 자유로운 문화에서 일할수 있다,1
KAKAO,"카카오라는점이 젤 메리트..... 네임벨류, 복지가 좋다 ",1
KAKAO,워라밸 너무 잘지켜지고 출퇴근 시간 세상제일 자유로움!,1
KAKAO,- 자유롭게 휴가 사용 가능- 워라밸이나 복지는 최고- 월 근무시간을 다 채우면 남은 기간 자유롭게 쉴 수 있는 근무제 ,1
KAKAO,워라벨이 정말 끝장난다 이말이야야근을 단 한 번도 안해봤다 이말이야,1
KAKAO,자율적인 근무환경 / 자기계발 적극장려 / 우수한 동료,1
KAKAO,좋은회사다니는줄 암주변동료들이 좋음깔끔해보이기는 함,1
KAKAO,카페 가격 저렴분위기 자유로움워라밸 좋음시설 좋음,1
KAKAO,성과를 안내도 되는 회사어차피 성과와 보상은 별개라 성과 압박 없음,1
KAKAO,재택근무는 좋음근데 이것도 언제 끝날지모르는게 함정이거 빼면 거의 메리트없음,1
KAKAO,"비교적 개방적이고 수평적이 였던것, 워라벨이 어느정도 보장되는 점",1
KAKAO,복지는 괜찮은편 급여는 조금 부족하지만...나머지복지보고 올만은해요,1
KAKAO,자율출근제로 밸런스 있는 생활을 유지하는데에는 매우 좋음.,1
KAKAO,수평적이고 자율적인 문화아이디어를 내고 업무를 추진할 수 있는 분위기,1
KAKAO,서비스 기업만의 자유로운 문화는 확실히 존재나보다 뛰어난 사람들을 만나볼 수 있는 기회,1
KAKAO,자율출퇴근과 사람들은 좋습니다. 재택도 좋아요 마이타임짱,1
KAKAO,- 자율 출퇴근 제도- 3년마다 안식 1개월- 영어이름 사용으로 권위적이지 않은 문화,1
KAKAO,"주도적으로 업무를 추진할 수 있다. 일반 대기업에서 볼법한 불필요한 페이퍼 워크가 없음 상식적인 동료들 (팀바팀이지만 대부분 상식적)꼰대가 없음 회식 강요 없음, 휴가 눈치 없음",1
KAKAO,좋은 동료들 but 그마저도 떠날준비중이라고 함.워라밸 (윗사람들 관심이 많으면 보장안됨),1
KAKAO,복지가 좋고 근무환경이나 시스템 모두 좋음어린이집이 좋음,1
KAKAO,마음 편안하게 수직적이지 않는 문화경력직으로 오면 일을 바로바로 쳐낼 수 있음,1
KAKAO,팀바팀이긴 하지만 워라밸 보장완전자율출퇴근제30분단위로 휴가신청가능좋은 사람들,1
KAKAO,자율근무제와 자유로운 휴가 사용 및 전반적으로 높지않은 업무강도 그리고 좋은 분위기,1
KAKAO,좋은 플젝트들 경험해볼수 있어서 쥬니어에게는 매력적인 화사,1
KAKAO,전문가가 생각보다 없어서 전문적인 분야에 대한 업무 추진력이 잘 받아들여짐.,1
KAKAO,주변에 잘하는 동료가 많은게 복지인 회사입니다.성장하기 좋음,1
KAKAO,적당한 업무량수평적인 문화30일의 안식휴가실비보험자녀돌봄휴가,1
KAKAO,합리적으로 결정하고 판단함.목표지향적으로 자율성을 부여함.,1
KAKAO,좋은 시니어들로부터 많이 배운다.휴가를 맘껏 쓸 수 있다,1
KAKAO,문화. 젊은 분위기. 회사 위치. 워라밸. 복지 수준.,1
KAKAO,"워라벨, 사람들, 나름 수평적인 동료 관계 등등 가름 회사들보다 장점이 많다고 생각",1
KAKAO,"유능한 개발자 다수 포진, 진짜 한국에서 몇없을 곳.이상한 팀장만 만나지않는다면 워라밸 백프로 보장",1
KAKAO,"직원 복지제도. 특히 여러 휴가들과 안식 휴가를 눈치보지 않고 서로 서로 자유롭게 쓰는 점이 인상깊고, 사원을 생각하는 것이 보인다는 점에서 일단 높이 칠 수 있는 곳인 듯하다",1
KAKAO,워라밸이 좋음휴가 쓸 때 눈치 없음업무량이 많지 않음,1
KAKAO,큰 업무 부담없이 워라벨 지키면서 일하기에는 좋은 환경이다,1
KAKAO,보상에 스트레스받지 않고 받은만큼만 적당히 일하며 워라벨 즐기기 좋음.,1
KAKAO,안식휴가나 자율출퇴근제가 있어 근무를 유연하게 가능하고 사내 관련 정보들이 많아 참고하기 좋음,1
KAKAO,워라밸이 극강이고 일을 빡세게 하는 분위기도 아니라서 편하게 다니기에는 좋습니다,1
KAKAO,워라밸이 좋고 사람들이 좋습니다.스트레스가 적어요..,1
KAKAO,"실력있는 동료, 신규플젝에 원하는 스택을 해볼수 있는 자유",1
KAKAO,"이것 저것 욕하다가도 자율출근, 업무시간 채우면 마음껏 데이오프(휴가 안쓰고 시간 빼는 개념), 야근식비 무제한, 간식비 무제한 이런 달달함에 빠져서 왠지 나가기 아쉬운 회사.디자인쪽은 살짝 빡세다가도 일 없으면 널널할 때도 많고...사내에서 이런저런 디자인 시도도 많이 한다.돈만 많이 주면 나가기싫은 회사.",1
KAKAO,내 할 일만 제대로 하면 다른 개입이 없다. 타 회사보다 자유로운 편. 팀 분위기가 좋다.,1
KAKAO,유연한 근무제도상호간 사용하는 영어호칭카카오라는 네임벨류,1
KAKAO,It기업중에 워라벨로 보면 나쁘진않다다만 이곳에서 많이배워야 살아남는다,1
KAKAO,좋은 사람 만나서 즐겁게 일함. 업무에 치이지 않음. 눈치볼일이 없음,1
KAKAO,훌륭한 동료개발자가 성장하기 좋은 문화브랜드 가치.,1
KAKAO,업무 강도가 자유로울수있다. 고로 힘들수도 쉬울수도있다,1
KAKAO,"워라벨이 보장되고 근무시간 조정이 자유로움. 연차, 근무 시간 조정에 눈치 보지 않음.",1
KAKAO,"자율출근제 + 재택근무제..극강의 조합이다. 애기키우면서 일하기 가능. 고양이 중간중간에 놀아주면서 일하기 가능. 근데 이것보다 더 좋은것은 조직장이 의견반영을 잘해줌. 하고싶은일 시켜준다. 그리고 팀원분들도 인성이 훌륭하다. 배울려고하고, 받아들이려고 하는 자세가 되어있다.(모두 그런것은 아니겠지만 확실히 다른 회사에 비해 조직이 건강하다)",1
KAKAO,"워라밸 보장은 팀바팀일수도 있고. 괜찮은 복지로 안식휴가, 단체보험, 음. 또 뭐가 있을까요  삼십자 채우는게 쉽지않네...",1
KAKAO,본인이 업무를 정할 수 있고 훌륭하고 좋은 동료들이 많다,1
KAKAO,3-4년전쯤에는 다양한 시도가 있었음완전자율근무로 일과 생활의 균형 맞출 수 있음,1
KAKAO,워라벨 강제로 좋아짐 일을 못하게함 사업 계속 중지시킴,1
KAKAO,좋은 전자기기 체험가능주변에 카카오 다닌다고 하면 오~ 한번씩 들음,1
KAKAO,업무 압박이 없음. 그로인해 퇴근 후 나만의 시간 많음.트래픽을 경험할 수 있고 주변에 유능한 크루들이 많아 성장할 수 있음.,1
KAKAO,주변 중견들 비하면 급여 짠편워라밸 엄청 좋음. 라이프에 몰빵 가능대신 인센도 라이프에 몰빵당했는지 1도없음,1
KAKAO,"괜찮은 동료. 대규모 트래픽, Data를 경험할 수 있다.",1
KAKAO,네임벨류가 있기 때문에 커리어에 도움이 될듯보통 이상의 복지 수준,1
KAKAO,-3년 근속시 1달 안식휴가-자율근무제-카무원할 수 있음(팀바팀),1
KAKAO,"자유출퇴근제(제일 좋음), 자유로운 연차 사용, 부바부 케바케이나 비교적 사람들이 순둥한편역시나 부바부 케바케지만 일은 빡세도 상기 자유로운 시간조절로 적당히 커버가능자기일만 잘하면 됨",1
KAKAO,수평적인 문화가 좋음. 성장할 수 있는 회사 근데 팀바팀일듯,1
KAKAO,사람들이 참 순수하고 착하다는걸 느꼈어요 정말 나쁜 맘 먹는 사람이 안보임,1
KAKAO,개인이 알아서 업무할 수 있는 최적의 환경이 자율성은 따라올 회사가 없지 않을까 싶음,1
KAKAO,"워라벨을 챙길 수 있고, 주위 동료들의 기술에 대한 습득 욕구가 높습니다.",1
KAKAO,훌륭한 동료들과 좋은 서비스를 만들수 있음. 회사 망할 일 없을듯,1
KAKAO,"네임밸류가 좋다.한국의 구글이란 말이있던데, 그만큼 트랜디함.다양한 업무를 해볼 수 있다.나름 소통을 잘하는것 같다.",1
KAKAO,기업문화가 확실히 다른 회사와 차별됨. 자유롭고 수평적,1
KAKAO,"복지는 국내에서 손꼽힐만큼 좋고, 주니어가 처음에 성장하기에 매우 좋다.",1
KAKAO,라이프로 밸런스를 몰빵 하면서 여유롭게 다닐 수 있다.,1
KAKAO,열심히 하는 동료들과 훌륭한 인프라 그외의 장점은 없음,1
KAKAO,자유로운 분위기가 무엇보다 큰 장점이라고 생각합니다워라벨도 괜찮은편,1
KAKAO,사내문화나 개발문화는 팀바팀이지만 대체적으로 아주 좋음.개발 잘하는 사람들이 많아 배울게 많다,1
KAKAO,대량 트래픽을 처리하며 커리어 향상사내 어린이집 수준은 앤씨 다음으로 훌륭,1
KAKAO,자율성이 남아있고 서로 존중함.  가족돌봄휴가 및 부모님 실비보험. ,1
KAKAO,장점은 워라벨 밖에 없는 것 같다. 일 안래도 뭐라 안함,1
KAKAO,결혼했거나 아기 있으신분들에게 추천드려요 휴직이나 안식 프로세스가 좋습니다,1
KAKAO,맘을 편하개 먹으면 편히 다닐수 있다.카무원 이란 단어가 싱긴 정도,1
KAKAO,"동료나 리더에게서 오는 업무 프레셔가 적음, 서로 신뢰도가 높음.",1
KAKAO,일단 카카오나쁘지 않은 급어휴가복지 안정성과 문화,1
KAKAO,열정있고 뛰어난 동료들셀프모티베이션 되는분이면 자율적으로 발전가능,1
KAKAO,성과를 인정받느냐에 따라 처우가 확 달라지는데 양날의 검입니다. 핵심인재와 아닌 사람의 만족도가 갈리는 느낌이에요.,1
KAKAO,"가족돌봄휴가, 초등학교 입학년도 단축근무, 육휴, 어린이집 등 자녀가있는 직원을 위한 복지가 잘 되어있음.부바부지만 휴가를 비교적 자유롭게 쓸 수 있어서 워라밸 챙기기 좋음.",1
KAKAO,워라밸.진짜 짧고 단순하지만 이것밖에 없음.워라밸빼면 시체라는 말이 절로나옴,1
